name_hotel,address,latitude,longitude,avg_rating,state_name,city_name,cat_name,sentimiento,url
Americas Best Value Inn & Suites Millbury Toledo E,"AMERICAS BEST VALUE INN & SUITES MILLBURY TOLEDO E, 3345 LATCHA RD, MILLBURY, OH 43447",41.542982,-83.46042299999999,3.2,Ohio,Millbury,Inn,0,https://www.google.com/maps/place//data=!4m2!3m1!1s0x883b8fa8e76c7687:0x8bdc910919565943?authuser=-1&hl=en&gl=us
Flower,"FLOWER, 252 SE 31ST TERRACE, CAPE CORAL, FL 33904",26.593542,-81.9680351,4.0,Florida,Cape Coral,Lodge,0,https://www.google.com/maps/place//data=!4m2!3m1!1s0x88db4747626c3719:0x3f32228edd5cb6b4?authuser=-1&hl=en&gl=us
Quality Inn,"QUALITY INN, 2130 RIVERSIDE DR, DANVILLE, VA 24540",36.5959385,-79.4055235,3.8,Virginia,Danville,Inn,0,https://www.google.com/maps/place//data=!4m2!3m1!1s0x8852b312c4e62039:0xac19ce1a5f480b6f?authuser=-1&hl=en&gl=us
popup 43,"POPUP 43, UNNAMED ROAD, COLUMBUS, IN 47203",39.1656799,-85.8048934,4.4,Indiana,Columbus,Lodge,1,https://www.google.com/maps/place//data=!4m2!3m1!1s0x886ba7520c12b177:0x1a03db49f5145289?authuser=-1&hl=en&gl=us
Dream Makers LLC,"DREAM MAKERS LLC, 4006 FREEDOM HIGHWAY, FAIRMONT, WV 26554",39.4562084,-80.24875279999999,5.0,West Virginia,Fairmont,Lodge,0,https://www.google.com/maps/place//data=!4m2!3m1!1s0x884a7a5b7e6dd2fd:0x6f44333a57e11c2d?authuser=-1&hl=en&gl=us
Hollow Log Cabins,"HOLLOW LOG CABINS, 194 POPLAR GROVE RD, CELINA, TN 38551",36.5777171,-85.4165718,4.6,Tennessee,Celina,Hotel,0,https://www.google.com/maps/place//data=!4m2!3m1!1s0x8867a64784232033:0xd6d7c5757e51b326?authuser=-1&hl=en&gl=us
Anthony's on Moosehead Trail Motor Lodge,"ANTHONY'S ON MOOSEHEAD TRAIL MOTOR LODGE, 300 CORINNA RD, DEXTER, ME 04930",45.0034236,-69.281931,3.5,Maine,Dexter,Lodge,1,https://www.google.com/maps/place//data=!4m2!3m1!1s0x4cb0294eaea63a33:0x52f1c255ebd163f4?authuser=-1&hl=en&gl=us
Omega Hotel Group,"OMEGA HOTEL GROUP, 9694 MADISON BLVD, MADISON, AL 35758",34.6658,-86.7809967,5.0,Alabama,Madison,Hotel,0,https://www.google.com/maps/place//data=!4m2!3m1!1s0x88628b42a79a6d9f:0x8554e3efe5924b0e?authuser=-1&hl=en&gl=us
Courtyard Marriott,"COURTYARD MARRIOTT, 7 CORPORATE DR, EAST WINDSOR, NJ 08512",40.3454224,-74.4830212,4.5,New Jersey,East Windsor,Hotel,0,https://www.google.com/maps/place//data=!4m2!3m1!1s0x89c3db912c60c20f:0x7cfbacf54dca39e2?authuser=-1&hl=en&gl=us
Rockin' B Ranch,"ROCKIN' B RANCH, 776 MOUNTAIN VIEW LN, PIPE CREEK, TX 78063",29.7299524,-98.864632,5.0,Texas,Pipe Creek,Lodge,0,https://www.google.com/maps/place//data=!4m2!3m1!1s0x865c0ce41a828dd9:0xc64e205ea4fee2bb?authuser=-1&hl=en&gl=us
Blueberry Hill Restaurant Inn and Campground,"BLUEBERRY HILL RESTAURANT INN AND CAMPGROUND, 484 US-3, STRATFORD, NH 03590",44.6674808,-71.5701614,4.8,New Hampshire,Stratford,Inn,0,https://www.google.com/maps/place//data=!4m2!3m1!1s0x4cb41fe357a927bf:0xb7da35fe637996f5?authuser=-1&hl=en&gl=us
Jerry Schuh's Sportsman's,"JERRY SCHUH'S SPORTSMAN'S, 8915 PICKEREL LAKE RD, PICKEREL, WI 54465",45.4004669,-88.8840713,4.2,Wisconsin,Pickerel,Resort,1,https://www.google.com/maps/place//data=!4m2!3m1!1s0x4d549bacca946109:0x843bbdb3fffad076?authuser=-1&hl=en&gl=us
Mississippi River Lodge,"MISSISSIPPI RIVER LODGE, 5642 RIVERVIEW CIR DR, THOMSON, IL 61285",42.0118491,-90.127065,3.5,Illinois,Thomson,Lodge,0,https://www.google.com/maps/place//data=!4m2!3m1!1s0x87e285c384c19fdd:0xd647207e48232f8a?authuser=-1&hl=en&gl=us
Americas Best Value Inn Rockport Fulton,"AMERICAS BEST VALUE INN ROCKPORT FULTON, 901 HWY 35 N BYPASS, ROCKPORT, TX 78382",28.0321278,-97.0815873,3.5,Texas,Rockport,Inn,0,https://www.google.com/maps/place//data=!4m2!3m1!1s0x8669b47c2eac4db9:0xb046f7278ad28b95?authuser=-1&hl=en&gl=us
The Cave Restaurant and Resort,"THE CAVE RESTAURANT AND RESORT, 26880 ROCHESTER RD, RICHLAND, MO 65556",37.8401907,-92.3374164,3.6,Missouri,Richland,Resort,0,https://www.google.com/maps/place//data=!4m2!3m1!1s0x87dad0e20074b9ed:0x55ccd8c59c1dbfbb?authuser=-1&hl=en&gl=us
Resnet,"RESNET, 43-1034 ROCHESTER INSTITUTE OF TECHNOLOGY, ROCHESTER, NY 14623",43.085203,-77.6676358,4.2,New York,Rochester,Lodge,0,https://www.google.com/maps/place//data=!4m2!3m1!1s0x89d14c882bf739a3:0x427d3469d65ca4a9?authuser=-1&hl=en&gl=us
Running Bear Mobile Resort,"RUNNING BEAR MOBILE RESORT, 2458 RUNNING BEAR RD, LAKESIDE, AZ 85929",34.1629146,-109.990693,3.2,Arizona,Lakeside,Resort,0,https://www.google.com/maps/place//data=!4m2!3m1!1s0x8728ca2e8535dfd3:0x87892fd6a9ab4a82?authuser=-1&hl=en&gl=us
Warm Springs Day Lodge,"WARM SPRINGS DAY LODGE, 201 PICABO ST, KETCHUM, ID 83340",43.683925,-114.402107,4.6,Idaho,Ketchum,Lodge,1,https://www.google.com/maps/place//data=!4m2!3m1!1s0x54a977f85dee4589:0x6ff3496760e46249?authuser=-1&hl=en&gl=us
Gateway,"GATEWAY, 2350-2380 TAYLOR RD, PENSACOLA, FL 32508",30.3552681,-87.27851509999999,4.2,Florida,Pensacola,Hotel,0,https://www.google.com/maps/place//data=!4m2!3m1!1s0x8890b9a3da3964dd:0xc07849eb46829138?authuser=-1&hl=en&gl=us
El Panchos Villa,"EL PANCHOS VILLA, 38300 11TH AVE, ZEPHYRHILLS, FL 33542",28.2392973,-82.18309789999999,4.2,Florida,Zephyrhills,Lodge,0,https://www.google.com/maps/place//data=!4m2!3m1!1s0x88dd4d12b3b9ee09:0x5ef521606d1089fb?authuser=-1&hl=en&gl=us
Bear Lake Hot Springs,"BEAR LAKE HOT SPRINGS, 6668 N BEACH RD, ST CHARLES, ID 83272",42.108567,-111.265689,3.3,Idaho,St Charles,Resort,0,https://www.google.com/maps/place//data=!4m2!3m1!1s0x87543ceea42bc6cd:0xddc4a830866206ee?authuser=-1&hl=en&gl=us
The Pine Hotel,"THE PINE HOTEL, 1445 FRONT ST, SAN DIEGO, CA 92101",32.7204621,-117.1646284,2.8,California,San Diego,Hotel,0,https://www.google.com/maps/place//data=!4m2!3m1!1s0x80d954af21dbaa15:0xd302afeabe7d31d1?authuser=-1&hl=en&gl=us
New Smyrna Beach Florida Condo for Rent,"NEW SMYRNA BEACH FLORIDA CONDO FOR RENT, 421 S ATLANTIC AVE, NEW SMYRNA BEACH, FL 32169",29.0364866,-80.89469369999999,4.7,Florida,New Smyrna Beach,Lodge,0,https://www.google.com/maps/place//data=!4m2!3m1!1s0x88e72bb5d04eebb9:0xdff10bd6d3738251?authuser=-1&hl=en&gl=us
Relax Inn,"RELAX INN, 1125 DANIEL DR, MT VERNON, MO 65712",37.0912781,-93.8038048,3.9,Missouri,Mt Vernon,Inn,0,https://www.google.com/maps/place//data=!4m2!3m1!1s0x87c8ade763167b57:0x28073d156813b328?authuser=-1&hl=en&gl=us
Rolling Oaks Mobile Home Village,"ROLLING OAKS MOBILE HOME VILLAGE, E TROWER BLVD & BLACKJACK, MANNFORD, OK 74044",36.1295623,-96.3588485,3.7,Oklahoma,Mannford,Lodge,1,https://www.google.com/maps/place//data=!4m2!3m1!1s0x87b6cac51a680655:0x1e876211106f0b99?authuser=-1&hl=en&gl=us
BlueLake Motel,"BLUELAKE MOTEL, 3724 S SCENIC HWY, LAKE WALES, FL 33898",27.8518389,-81.5731814,3.7,Florida,Lake Wales,Motel,0,https://www.google.com/maps/place//data=!4m2!3m1!1s0x88dd06264ad16a0d:0x67249a219a95a1c1?authuser=-1&hl=en&gl=us
Convict Lake Brook Trout,"CONVICT LAKE BROOK TROUT, CONVICT, LAKE OVERLOOK, MAMMOTH LAKES, CA 93546",37.5937723,-118.8512999,5.0,California,,Lodge,0,https://www.google.com/maps/place//data=!4m2!3m1!1s0x809607bf6d9076ff:0x8302aea36575582b?authuser=-1&hl=en&gl=us
Midway Motel,"MIDWAY MOTEL, 211 N MAIN ST, LOGANVILLE, PA 17342",39.8621697,-76.7030126,2.7,Pennsylvania,Loganville,Motel,0,https://www.google.com/maps/place//data=!4m2!3m1!1s0x89c86276b50fa12f:0x8918f096b206d269?authuser=-1&hl=en&gl=us
Everglades Adventures,"EVERGLADES ADVENTURES, 28965 OBERN RD, CLEWISTON, FL 33440",26.47581,-80.9688199,4.4,Florida,Clewiston,Lodge,0,https://www.google.com/maps/place//data=!4m2!3m1!1s0x88dbdd3cb73dfd5b:0x2d83f40f73e1a75b?authuser=-1&hl=en&gl=us
Mimosa on the Canal,"MIMOSA ON THE CANAL, 7700 TATUM WATERWAY DR, MIAMI BEACH, FL 33141",25.862078,-80.1276851,4.6,Florida,Miami Beach,Hotel,0,https://www.google.com/maps/place//data=!4m2!3m1!1s0x88d9b2eeebcd3df7:0xb689d86a3fcd7ef3?authuser=-1&hl=en&gl=us
Howard Johnson by Wyndham Denton,"HOWARD JOHNSON BY WYNDHAM DENTON, 3116 BANDERA ST, DENTON, TX 76207",33.2316444,-97.1760167,2.7,Texas,Denton,Lodge,0,https://www.google.com/maps/place//data=!4m2!3m1!1s0x864db5ff7e4e897b:0x66c39df9d3543e40?authuser=-1&hl=en&gl=us
jamaicavacation.com,"JAMAICAVACATION.COM, 2898 MORGAN DR, SAN RAMON, CA 94583",37.755794,-121.9707742,4.5,California,San Ramon,Resort,0,https://www.google.com/maps/place//data=!4m2!3m1!1s0x808fed5ff0a82205:0x390384f70366cf9f?authuser=-1&hl=en&gl=us
Stone Park Inn,"STONE PARK INN, 207 E SCHOOL ST, BONNE TERRE, MO 63628",37.9211522,-90.5499924,4.1,Missouri,Bonne Terre,Inn,0,https://www.google.com/maps/place//data=!4m2!3m1!1s0x87d854442ded228d:0x61edb22f6ab3750?authuser=-1&hl=en&gl=us
Owl Creek Lodge,"OWL CREEK LODGE, 10607 HOBBS STATION RD, LOUISVILLE, KY 40223",38.2585111,-85.55653869999999,4.5,Kentucky,Louisville,Lodge,1,https://www.google.com/maps/place//data=!4m2!3m1!1s0x88699f0bf315332d:0xdf8c4e6f13c1aeb5?authuser=-1&hl=en&gl=us
Bldg 1474 Rankin Hall,"BLDG 1474 RANKIN HALL, MARONDE ST, FORT KNOX, KY 40121",37.9021089,-85.95728729999999,3.5,Kentucky,Fort Knox,Lodge,0,https://www.google.com/maps/place//data=!4m2!3m1!1s0x8868df8e92b4a025:0xbfbca18dfb372f83?authuser=-1&hl=en&gl=us
Arkona Apartments,"ARKONA APARTMENTS, 107 1ST AVE N, SEATTLE, WA 98109",47.6188577,-122.3556051,3.8,Washington,Seattle,Lodge,0,https://www.google.com/maps/place//data=!4m2!3m1!1s0x549015454810d5d1:0x2c4d1bbc957bcb4?authuser=-1&hl=en&gl=us
Apache Lake Resort,"APACHE LAKE RESORT, 20909 APACHE TRAIL #6, APACHE JUNCTION, AZ 85119",33.5754968,-111.2533341,4.4,Arizona,Apache Junction,Resort,1,https://www.google.com/maps/place//data=!4m2!3m1!1s0x872bc6812a799733:0x554158873c931288?authuser=-1&hl=en&gl=us
RiverWind Lodge,"RIVERWIND LODGE, COMPTON, AR 72624",36.0514564,-93.3772514,4.8,Arkansas,,Lodge,0,https://www.google.com/maps/place//data=!4m2!3m1!1s0x87ce9778467abe51:0x2b94814e5a72aa27?authuser=-1&hl=en&gl=us
Guntersville Housing Authority,"GUNTERSVILLE HOUSING AUTHORITY, GUNTERSVILLE, AL 35976",34.343657,-86.2843391,4.0,Alabama,,Lodge,1,https://www.google.com/maps/place//data=!4m2!3m1!1s0x8889f993861212a3:0x9e85c5c3d239a0c8?authuser=-1&hl=en&gl=us
Finley Air Strip,"FINLEY AIR STRIP, THEODOSIA, MO 65761",36.5149418,-92.6414099,4.0,Missouri,,Hotel,0,https://www.google.com/maps/place//data=!4m2!3m1!1s0x87ce323f78ff882f:0x553c47178d01fc0a?authuser=-1&hl=en&gl=us
Udall Campground,"UDALL CAMPGROUND, STATE HWY O, UDALL, MO 65766",36.5456527,-92.2826693,3.5,Missouri,Udall,Lodge,0,https://www.google.com/maps/place//data=!4m2!3m1!1s0x87d1cd287ebd2adf:0x86c5cc5fabc15317?authuser=-1&hl=en&gl=us
Air Force Inns,"AIR FORCE INNS, NELLIS AFB, NV 89191",36.2324676,-115.0513916,3.8,Nevada,,Inn,0,https://www.google.com/maps/place//data=!4m2!3m1!1s0x80c8dd74b8170921:0xb982dd4de37813b7?authuser=-1&hl=en&gl=us
Thrifty Inn,"THRIFTY INN, 343 HARDING PL, NASHVILLE, TN 37211",36.0862249,-86.6968673,2.2,Tennessee,Nashville,Inn,-1,https://www.google.com/maps/place//data=!4m2!3m1!1s0x88646e55c2098b83:0x2ec91f6e70b68e3e?authuser=-1&hl=en&gl=us
The Inn at Oyster Point,"THE INN AT OYSTER POINT, 425 MARINA BLVD, SOUTH SAN FRANCISCO, CA 94080",37.662237,-122.383692,4.3,California,South San Francisco,Inn,0,https://www.google.com/maps/place//data=!4m2!3m1!1s0x808f785c6e5b9f9b:0x7f9d99d29ce21287?authuser=-1&hl=en&gl=us
Howard Johnson Inn San Antonio/Near Six Flags Fiesta Texas,"HOWARD JOHNSON INN SAN ANTONIO/NEAR SIX FLAGS FIESTA TEXAS, W, 13279 FRONTAGE RD, SAN ANTONIO, TX 78249",29.5680283,-98.5911638,2.3,Texas,,Inn,0,https://www.google.com/maps/place//data=!4m2!3m1!1s0x865c66dcd123cf01:0xb5df671f6c2d9a24?authuser=-1&hl=en&gl=us
Parkview Motel,"PARKVIEW MOTEL, 4851 W ERIE AVE, LORAIN, OH 44053",41.444001,-82.228754,3.0,Ohio,Lorain,Motel,0,https://www.google.com/maps/place//data=!4m2!3m1!1s0x883a763b835d06c5:0x1a9a94a91db1ceb6?authuser=-1&hl=en&gl=us
Ponderosa Cabin,"PONDEROSA CABIN, LOGAN, OH 43138",39.4493039,-82.5351414,4.3,Ohio,,Hotel,0,https://www.google.com/maps/place//data=!4m2!3m1!1s0x8847eae1597c5bc9:0x951c41d55d88e1dc?authuser=-1&hl=en&gl=us
Inn At Eagle's Nest,"INN AT EAGLE'S NEST, 215 GEORGIA ST, LOUISIANA, MO 63353",39.4501601,-91.0473241,4.6,Missouri,Louisiana,Inn,0,https://www.google.com/maps/place//data=!4m2!3m1!1s0x87de6525308faa23:0x8a0808499c4a526a?authuser=-1&hl=en&gl=us
Sportsman's Getaway Lodge,"SPORTSMAN'S GETAWAY LODGE, 1069 MCADAMS RD, DEWITT, AR 72042",34.329102,-91.3324959,4.8,Arkansas,Dewitt,Lodge,0,https://www.google.com/maps/place//data=!4m2!3m1!1s0x862caf86ab486685:0x6f64ff4338d165d5?authuser=-1&hl=en&gl=us
Yellowstone Alliance Adventure,"YELLOWSTONE ALLIANCE ADVENTURE, 13707 COTTONWOOD CANYON RD, BOZEMAN, MT 59718",45.5499572,-111.107315,5.0,Montana,Bozeman,Lodge,0,https://www.google.com/maps/place//data=!4m2!3m1!1s0x53455146628ebf2f:0x5b33b2b0761bab1a?authuser=-1&hl=en&gl=us
Aquarius Resort Pool,"AQUARIUS RESORT POOL, 1900 S CASINO DR, LAUGHLIN, NV 89029",35.1632027,-114.5722679,3.7,Nevada,Laughlin,Resort,0,https://www.google.com/maps/place//data=!4m2!3m1!1s0x80ce43ab495e335f:0x6d0333cd54e9b252?authuser=-1&hl=en&gl=us
Holiday Inn Express & Suites Hannibal,"HOLIDAY INN EXPRESS & SUITES HANNIBAL, 4000 MARKET ST, HANNIBAL, MO 63401",39.6860459,-91.4021301,3.9,Missouri,Hannibal,Inn,0,https://www.google.com/maps/place//data=!4m2!3m1!1s0x87dde8ff6f0e5381:0x1b6e437aa892f148?authuser=-1&hl=en&gl=us
Motel 6,"MOTEL 6, 4981 N HARRISON ST, SHAWNEE, OK 74804",35.3850161,-96.9092662,2.6,Oklahoma,Shawnee,Motel,0,https://www.google.com/maps/place//data=!4m2!3m1!1s0x87b3c7e8cb296317:0x254d2ed0a644873?authuser=-1&hl=en&gl=us
Downtown Hotel,"DOWNTOWN HOTEL, 101 1/2 E FRONT ST, PORT ANGELES, WA 98362",48.1200112,-123.4322926,4.1,Washington,Port Angeles,Hotel,1,https://www.google.com/maps/place//data=!4m2!3m1!1s0x548fb1b79cc84713:0xa478dfebf8126263?authuser=-1&hl=en&gl=us
Heavenly Sports - Tamarack Lodge,"HEAVENLY SPORTS - TAMARACK LODGE, 4111 LAKE TAHOE BLVD #4, SOUTH LAKE TAHOE, CA 96150",38.936464,-119.909967,4.2,California,South Lake Tahoe,Lodge,0,https://www.google.com/maps/place//data=!4m2!3m1!1s0x80999076482b113d:0xcafef083b05a62e8?authuser=-1&hl=en&gl=us
Westlake,"WESTLAKE, 9500 TURKEY LAKE RD, ORLANDO, FL 32819",28.4271295,-81.4757332,4.4,Florida,Orlando,Lodge,0,https://www.google.com/maps/place//data=!4m2!3m1!1s0x88e77f3e9ea20f55:0x55464e1c44d50e30?authuser=-1&hl=en&gl=us
Motel 6 Thibodaux LA,"MOTEL 6 THIBODAUX LA, 203 N CANAL BLVD, THIBODAUX, LA 70301",29.80076,-90.8168808,3.2,Louisiana,Thibodaux,Motel,0,https://www.google.com/maps/place//data=!4m2!3m1!1s0x86213deef78686b7:0x5262cb11da583efc?authuser=-1&hl=en&gl=us
Clearwater Beach Rentals,"CLEARWATER BEACH RENTALS, 15 GLENDALE ST, CLEARWATER BEACH, FL 33767",27.9870433,-82.82765959999999,4.5,Florida,Clearwater Beach,Lodge,0,https://www.google.com/maps/place//data=!4m2!3m1!1s0x88c2f6ce85cfd969:0xf4e567b76b5933a2?authuser=-1&hl=en&gl=us
Southern Vacation Rentals,,30.3545813,-87.05139609999999,4.1,Florida,Santa Rosa County,Resort,0,https://www.google.com/maps/place//data=!4m2!3m1!1s0x8890af73e64c5d1d:0x534d5a25f514cc44?authuser=-1&hl=en&gl=us
Cascara Homes,"CASCARA HOMES, 109 BELLARIA CT, AUBURNDALE, FL 33823",28.1151537,-81.7892061,4.8,Florida,Auburndale,Lodge,0,https://www.google.com/maps/place//data=!4m2!3m1!1s0x88dd6b9c77533b11:0x4b953756992f1d1d?authuser=-1&hl=en&gl=us
SHELL POINT,"SHELL POINT, 1158 7TH AVE NW, RUSKIN, FL 33570",27.724902,-82.448345,4.9,Florida,Ruskin,Lodge,0,https://www.google.com/maps/place//data=!4m2!3m1!1s0x88c2d9d77983fc81:0xc177bdb631f41be2?authuser=-1&hl=en&gl=us
Hawthorn Suites Atlanta Northwest,"HAWTHORN SUITES ATLANTA NORTHWEST, 1500 PARKWOOD CIR SE, ATLANTA, GA 30339",33.8996339,-84.46047659999999,2.4,Georgia,Atlanta,Hotel,0,https://www.google.com/maps/place//data=!4m2!3m1!1s0x88f511b5c6e38781:0x88614e7810f3326a?authuser=-1&hl=en&gl=us
Cline Shale Inn & Suites,"CLINE SHALE INN & SUITES, 1137 EAST U.S. 180, SNYDER, TX 79549",32.7038124,-100.8656103,3.6,Texas,Snyder,Inn,0,https://www.google.com/maps/place//data=!4m2!3m1!1s0x86ff4eb23ef25451:0x60c2c197f64fa4?authuser=-1&hl=en&gl=us
Omni resort,"OMNI RESORT, CHAMPIONS GATE BLVD, KISSIMMEE, FL 34747",28.263728,-81.61879499999999,3.5,Florida,Kissimmee,Resort,0,https://www.google.com/maps/place//data=!4m2!3m1!1s0x88dd7b92eafb08ab:0x2edab0210f881e82?authuser=-1&hl=en&gl=us
Lodge On Buford,"LODGE ON BUFORD, 4815 BUFORD HWY NE, CHAMBLEE, GA 30341",33.8828922,-84.2876041,2.4,Georgia,Chamblee,Lodge,-1,https://www.google.com/maps/place//data=!4m2!3m1!1s0x88f508343b42b3bd:0x900eea6790239290?authuser=-1&hl=en&gl=us
"Harrah’s Gulf Coast Biloxi, MS","HARRAH’S GULF COAST BILOXI, MS, 265 BEACH BLVD, BILOXI, MS 39530",30.3933666,-88.86606929999999,4.3,Mississippi,,Hotel,0,https://www.google.com/maps/place//data=!4m2!3m1!1s0x889c0f49c6fb7777:0x868de3ce1c81c73c?authuser=-1&hl=en&gl=us
Mooreland Motel,"MOORELAND MOTEL, 405 SW 6TH ST, MOORELAND, OK 73852",36.4352658,-99.2088403,4.3,Oklahoma,Mooreland,Motel,0,https://www.google.com/maps/place//data=!4m2!3m1!1s0x87a8cd5ce5858cc3:0x64256b48da4bfea7?authuser=-1&hl=en&gl=us
Corpus Parking Lot,"CORPUS PARKING LOT, 402 S SHORELINE BLVD, CORPUS CHRISTI, TX 78401",27.7861509,-97.3940147,4.8,Texas,Corpus Christi,Hotel,0,https://www.google.com/maps/place//data=!4m2!3m1!1s0x86685fcd2d3abd03:0x32821f5aa02bd73e?authuser=-1&hl=en&gl=us
Copperfield Inn Resort,"COPPERFIELD INN RESORT, 307 MAIN ST, NORTH CREEK, NY 12853",43.7016842,-73.9889522,3.5,New York,North Creek,Resort,1,https://www.google.com/maps/place//data=!4m2!3m1!1s0x89df903680663c8d:0x1ffc93d6315ca700?authuser=-1&hl=en&gl=us
Cabin In The Woods,"CABIN IN THE WOODS, 449 SKYLINE HWY, GALAX, VA 24333",36.6256002,-80.9210507,3.7,Virginia,Galax,Lodge,0,https://www.google.com/maps/place//data=!4m2!3m1!1s0x8851f33f639e1be9:0x52850f0a4d658863?authuser=-1&hl=en&gl=us
Chateau Estates,"CHATEAU ESTATES, 8222 LAMPSON AVE, GARDEN GROVE, CA 92841",33.780953499999995,-117.9890532,4.6,California,Garden Grove,Lodge,0,https://www.google.com/maps/place//data=!4m2!3m1!1s0x80dd29b1e9961c6d:0xa23ad1f470a26f6d?authuser=-1&hl=en&gl=us
Ceasar's Palace VIP valet,"CEASAR'S PALACE VIP VALET, LAS VEGAS, NV 89109",36.1151162,-115.1753935,4.4,Nevada,,Lodge,0,https://www.google.com/maps/place//data=!4m2!3m1!1s0x80c8c58da16351f9:0x9567ee0585b8894d?authuser=-1&hl=en&gl=us
Eastern Slope Inn Cottages,"EASTERN SLOPE INN COTTAGES, NORTH CONWAY, NH 03860",44.0547881,-71.1306862,4.4,New Hampshire,,Inn,0,https://www.google.com/maps/place//data=!4m2!3m1!1s0x4cb3a0fdbeb5e0af:0x41cfed2428a7a1fb?authuser=-1&hl=en&gl=us
West View Hunting & Fishing,"WEST VIEW HUNTING & FISHING, 531 SANDY HILL RD, VALENCIA, PA 16059",40.686512,-79.889111,4.7,Pennsylvania,Valencia,Lodge,0,https://www.google.com/maps/place//data=!4m2!3m1!1s0x88349abd69ad8fb3:0x201a98bdf1e156b4?authuser=-1&hl=en&gl=us
Navy Gateway Inn and Suites Newport,"NAVY GATEWAY INN AND SUITES NEWPORT, 1312 MEYERKORD AVE, NEWPORT, RI 02840",41.5164495,-71.3218132,4.2,Rhode Island,Newport,Inn,1,https://www.google.com/maps/place//data=!4m2!3m1!1s0x89e5aee2ed3f1d6f:0xe7ea77c09c5c0bd1?authuser=-1&hl=en&gl=us
Alpen Dorf Pension,"ALPEN DORF PENSION, 815 FRONT ST, LEAVENWORTH, WA 98826",47.5950889,-120.6617432,4.9,Washington,Leavenworth,Inn,0,https://www.google.com/maps/place//data=!4m2!3m1!1s0x549a4d8c9dd29f0d:0xa345c77f243a8443?authuser=-1&hl=en&gl=us
Mountains and Memories,"MOUNTAINS AND MEMORIES, 2303 ASPEN BROOK DR, ESTES PARK, CO 80517",40.3500565,-105.5657126,5.0,Colorado,Estes Park,Lodge,0,https://www.google.com/maps/place//data=!4m2!3m1!1s0x876965198fef0b59:0x5cdb1293ed5730c3?authuser=-1&hl=en&gl=us
Country Place,"COUNTRY PLACE, 2918 POPLAR CREEK LN, PEARLAND, TX 77584",29.57735,-95.375565,4.3,Texas,Pearland,Lodge,0,https://www.google.com/maps/place//data=!4m2!3m1!1s0x8640935d2093850d:0xe46330b277b929b6?authuser=-1&hl=en&gl=us
Malmstrom Lodging,"MALMSTROM LODGING, 7028 4TH AVE N, GREAT FALLS, MT 59402",47.5115483,-111.1962672,4.5,Montana,Great Falls,Lodge,1,https://www.google.com/maps/place//data=!4m2!3m1!1s0x534230c0424b8bc9:0x50d31ae3fbdf726b?authuser=-1&hl=en&gl=us
Quality Hotel,"QUALITY HOTEL, 210 S HOLLYWOOD RD, HOUMA, LA 70360",29.605499,-90.748838,3.8,Louisiana,Houma,Hotel,1,https://www.google.com/maps/place//data=!4m2!3m1!1s0x86211aac79618e01:0x89b5735ced7ba752?authuser=-1&hl=en&gl=us
Garden Inn,"GARDEN INN, 3419 AMERICAN WAY, MEMPHIS, TN 38118",35.0762138,-89.9497604,2.9,Tennessee,Memphis,Inn,0,https://www.google.com/maps/place//data=!4m2!3m1!1s0x887f865bbe591f2b:0xb06f52302a62a454?authuser=-1&hl=en&gl=us
Budget Inn,"BUDGET INN, 405 COLUMBIA DR, CARROLLTON, GA 30117",33.5979789,-85.1019812,2.8,Georgia,Carrollton,Inn,0,https://www.google.com/maps/place//data=!4m2!3m1!1s0x888b2f59edda762b:0x42ef55470f4c765d?authuser=-1&hl=en&gl=us
Longboards Tiki Bar and Grill,"LONGBOARDS TIKI BAR AND GRILL, 1024 N ATLANTIC AVE, DAYTONA BEACH, FL 32118",29.2447429,-81.01609669999999,4.4,Florida,Daytona Beach,Hotel,0,https://www.google.com/maps/place//data=!4m2!3m1!1s0x88e6db98939c3677:0x8482b03ea47272a5?authuser=-1&hl=en&gl=us
Ocean View Cape Cod,"OCEAN VIEW CAPE COD, 61 OLD WHARF RD, DENNIS PORT, MA 02639",41.65166,-70.150273,4.3,Massachusetts,Dennis Port,Resort,0,https://www.google.com/maps/place//data=!4m2!3m1!1s0x89fb3bf975ad40c7:0xf45ff19321fcab76?authuser=-1&hl=en&gl=us
Drexler Manor,"DREXLER MANOR, 3RD ST, VIRGINIA BEACH, VA 23455",36.9091835,-76.140419,3.4,Virginia,Virginia Beach,Hotel,0,https://www.google.com/maps/place//data=!4m2!3m1!1s0x89ba93879e30d7fb:0x9aa9371318dc2ef8?authuser=-1&hl=en&gl=us
Bed and Bagels Of Tucson,"BED AND BAGELS OF TUCSON, 10402 E GLENN ST, TUCSON, AZ 85749",32.2579373,-110.7697929,4.0,Arizona,Tucson,Lodge,0,https://www.google.com/maps/place//data=!4m2!3m1!1s0x86d669029f492d75:0xebfb8b27ad85dd8a?authuser=-1&hl=en&gl=us
Waterfront Motel,"WATERFRONT MOTEL, 3103 AVE T, FORT PIERCE, FL 34947",27.468168,-80.3563382,3.8,Florida,Fort Pierce,Motel,0,https://www.google.com/maps/place//data=!4m2!3m1!1s0x88def166402b6b8b:0x19cb139016e42e04?authuser=-1&hl=en&gl=us
